Country,Year ending,Activities,Value
Canada,YEMar 2016,Gondola / cable car / tram ride,16569
Canada,YESep 1998,Gondola / cable car / tram ride,3044
Canada,YESep 1999,Gondola / cable car / tram ride,4823
Canada,YESep 2000,Gondola / cable car / tram ride,5240
Canada,YESep 2001,Gondola / cable car / tram ride,8518
Canada,YESep 2002,Gondola / cable car / tram ride,5491
Canada,YESep 2003,Gondola / cable car / tram ride,8089
Canada,YESep 2004,Gondola / cable car / tram ride,6772
Canada,YESep 2005,Gondola / cable car / tram ride,8360
Canada,YESep 2006,Gondola / cable car / tram ride,12687
Canada,YESep 2007,Gondola / cable car / tram ride,8140
Canada,YESep 2008,Gondola / cable car / tram ride,6229
Canada,YESep 2010,Gondola / cable car / tram ride,6676
Canada,YESep 2012,Gondola / cable car / tram ride,7925
Canada,YESep 2013,Gondola / cable car / tram ride,8935
Canada,YESep 2014,Gondola / cable car / tram ride,12068
Canada,YESep 2015,Gondola / cable car / tram ride,12040
China,YEDec 1997,Gondola / cable car / tram ride,782
China,YEDec 1998,Gondola / cable car / tram ride,216
China,YEDec 1999,Gondola / cable car / tram ride,1123
China,YEDec 2000,Gondola / cable car / tram ride,1316
China,YEDec 2001,Gondola / cable car / tram ride,930
China,YEDec 2002,Gondola / cable car / tram ride,5046
China,YEDec 2003,Gondola / cable car / tram ride,5402
China,YEDec 2004,Gondola / cable car / tram ride,7148
China,YEDec 2005,Gondola / cable car / tram ride,8825
China,YEDec 2006,Gondola / cable car / tram ride,14170
China,YEDec 2007,Gondola / cable car / tram ride,12665
China,YEDec 2008,Gondola / cable car / tram ride,8346
China,YEDec 2009,Gondola / cable car / tram ride,12225
China,YEDec 2010,Gondola / cable car / tram ride,15137
China,YEDec 2011,Gondola / cable car / tram ride,15283
China,YEDec 2012,Gondola / cable car / tram ride,18514
China,YEDec 2013,Gondola / cable car / tram ride,40886
China,YEDec 2014,Gondola / cable car / tram ride,57053
China,YEDec 2015,Gondola / cable car / tram ride,75804
China,YEJun 1998,Gondola / cable car / tram ride,790
China,YEJun 1999,Gondola / cable car / tram ride,630
China,YEJun 2000,Gondola / cable car / tram ride,1030
China,YEJun 2001,Gondola / cable car / tram ride,1528
China,YEJun 2002,Gondola / cable car / tram ride,4136
China,YEJun 2003,Gondola / cable car / tram ride,3932
China,YEJun 2004,Gondola / cable car / tram ride,5021
China,YEJun 2005,Gondola / cable car / tram ride,10401
China,YEJun 2006,Gondola / cable car / tram ride,7228
China,YEJun 2007,Gondola / cable car / tram ride,14027
China,YEJun 2008,Gondola / cable car / tram ride,11328
China,YEJun 2009,Gondola / cable car / tram ride,13317
China,YEJun 2010,Gondola / cable car / tram ride,13371
China,YEJun 2011,Gondola / cable car / tram ride,11101
China,YEJun 2012,Gondola / cable car / tram ride,23133
China,YEJun 2013,Gondola / cable car / tram ride,20992
China,YEJun 2014,Gondola / cable car / tram ride,56985
China,YEJun 2015,Gondola / cable car / tram ride,66216
China,YEMar 1998,Gondola / cable car / tram ride,998
China,YEMar 1999,Gondola / cable car / tram ride,630
China,YEMar 2000,Gondola / cable car / tram ride,1030
China,YEMar 2001,Gondola / cable car / tram ride,1291
China,YEMar 2002,Gondola / cable car / tram ride,1985
China,YEMar 2003,Gondola / cable car / tram ride,6118
China,YEMar 2004,Gondola / cable car / tram ride,3982
China,YEMar 2005,Gondola / cable car / tram ride,8572
China,YEMar 2006,Gondola / cable car / tram ride,8547
China,YEMar 2007,Gondola / cable car / tram ride,13344
China,YEMar 2008,Gondola / cable car / tram ride,11911
China,YEMar 2009,Gondola / cable car / tram ride,13583
China,YEMar 2010,Gondola / cable car / tram ride,11642
China,YEMar 2011,Gondola / cable car / tram ride,11644
China,YEMar 2012,Gondola / cable car / tram ride,20832
China,YEMar 2013,Gondola / cable car / tram ride,20774
China,YEMar 2014,Gondola / cable car / tram ride,52705
China,YEMar 2015,Gondola / cable car / tram ride,51488
China,YEMar 2016,Gondola / cable car / tram ride,95402
China,YESep 1998,Gondola / cable car / tram ride,638
China,YESep 1999,Gondola / cable car / tram ride,889
China,YESep 2000,Gondola / cable car / tram ride,1056
China,YESep 2001,Gondola / cable car / tram ride,1242
China,YESep 2002,Gondola / cable car / tram ride,4951
China,YESep 2003,Gondola / cable car / tram ride,3304
China,YESep 2004,Gondola / cable car / tram ride,6608
China,YESep 2005,Gondola / cable car / tram ride,9127
China,YESep 2006,Gondola / cable car / tram ride,11105
China,YESep 2007,Gondola / cable car / tram ride,14688
China,YESep 2008,Gondola / cable car / tram ride,7393
China,YESep 2009,Gondola / cable car / tram ride,14065
China,YESep 2010,Gondola / cable car / tram ride,14438
China,YESep 2011,Gondola / cable car / tram ride,12462
China,YESep 2012,Gondola / cable car / tram ride,20234
China,YESep 2013,Gondola / cable car / tram ride,28563
China,YESep 2014,Gondola / cable car / tram ride,58609
China,YESep 2015,Gondola / cable car / tram ride,70048
Germany,YEDec 1997,Gondola / cable car / tram ride,4838
Germany,YEDec 1998,Gondola / cable car / tram ride,5382
Germany,YEDec 1999,Gondola / cable car / tram ride,6337
Germany,YEDec 2000,Gondola / cable car / tram ride,9971
Germany,YEDec 2001,Gondola / cable car / tram ride,8830
Germany,YEDec 2002,Gondola / cable car / tram ride,7764
Germany,YEDec 2003,Gondola / cable car / tram ride,10837
Germany,YEDec 2004,Gondola / cable car / tram ride,10008
Germany,YEDec 2005,Gondola / cable car / tram ride,16546
Germany,YEDec 2006,Gondola / cable car / tram ride,16249
Germany,YEDec 2007,Gondola / cable car / tram ride,14834
Germany,YEDec 2008,Gondola / cable car / tram ride,20264
Germany,YEDec 2009,Gondola / cable car / tram ride,17520
Germany,YEDec 2010,Gondola / cable car / tram ride,18246
Germany,YEDec 2011,Gondola / cable car / tram ride,16467
Germany,YEDec 2012,Gondola / cable car / tram ride,21550
Germany,YEDec 2013,Gondola / cable car / tram ride,17081
Germany,YEDec 2014,Gondola / cable car / tram ride,28049
Germany,YEDec 2015,Gondola / cable car / tram ride,35394
Germany,YEJun 1998,Gondola / cable car / tram ride,5866
Germany,YEJun 1999,Gondola / cable car / tram ride,5561
Germany,YEJun 2000,Gondola / cable car / tram ride,9207
Germany,YEJun 2001,Gondola / cable car / tram ride,9544
Germany,YEJun 2002,Gondola / cable car / tram ride,7654
Germany,YEJun 2003,Gondola / cable car / tram ride,9530
Germany,YEJun 2004,Gondola / cable car / tram ride,8986
Germany,YEJun 2005,Gondola / cable car / tram ride,14998
Germany,YEJun 2006,Gondola / cable car / tram ride,14998
Germany,YEJun 2007,Gondola / cable car / tram ride,18911
Germany,YEJun 2008,Gondola / cable car / tram ride,17387
Germany,YEJun 2009,Gondola / cable car / tram ride,18716
Germany,YEJun 2010,Gondola / cable car / tram ride,18121
Germany,YEJun 2011,Gondola / cable car / tram ride,15488
Germany,YEJun 2012,Gondola / cable car / tram ride,22378
Germany,YEJun 2013,Gondola / cable car / tram ride,15802
Germany,YEJun 2014,Gondola / cable car / tram ride,25369
Germany,YEJun 2015,Gondola / cable car / tram ride,32805
Germany,YEMar 1998,Gondola / cable car / tram ride,5225
Germany,YEMar 1999,Gondola / cable car / tram ride,5723
Germany,YEMar 2000,Gondola / cable car / tram ride,8308
Germany,YEMar 2001,Gondola / cable car / tram ride,10323
Germany,YEMar 2002,Gondola / cable car / tram ride,7254
Germany,YEMar 2003,Gondola / cable car / tram ride,9469
Germany,YEMar 2004,Gondola / cable car / tram ride,8719
Germany,YEMar 2005,Gondola / cable car / tram ride,13780
Germany,YEMar 2006,Gondola / cable car / tram ride,17408
Germany,YEMar 2007,Gondola / cable car / tram ride,15371
Germany,YEMar 2008,Gondola / cable car / tram ride,17529
Germany,YEMar 2009,Gondola / cable car / tram ride,18600
Germany,YEMar 2010,Gondola / cable car / tram ride,18872
Germany,YEMar 2011,Gondola / cable car / tram ride,17409
Germany,YEMar 2012,Gondola / cable car / tram ride,19992
Germany,YEMar 2013,Gondola / cable car / tram ride,15644
Germany,YEMar 2014,Gondola / cable car / tram ride,22205
Germany,YEMar 2015,Gondola / cable car / tram ride,31786
Germany,YEMar 2016,Gondola / cable car / tram ride,36443
Germany,YESep 1998,Gondola / cable car / tram ride,5866
Germany,YESep 1999,Gondola / cable car / tram ride,5826
Germany,YESep 2000,Gondola / cable car / tram ride,9204
Germany,YESep 2001,Gondola / cable car / tram ride,9648
Germany,YESep 2002,Gondola / cable car / tram ride,7970
Germany,YESep 2003,Gondola / cable car / tram ride,10096
Germany,YESep 2004,Gondola / cable car / tram ride,9429
Germany,YESep 2005,Gondola / cable car / tram ride,14960
Germany,YESep 2006,Gondola / cable car / tram ride,15624
Germany,YESep 2007,Gondola / cable car / tram ride,16874
Germany,YESep 2008,Gondola / cable car / tram ride,17829
Germany,YESep 2009,Gondola / cable car / tram ride,19631
Germany,YESep 2010,Gondola / cable car / tram ride,17723
Germany,YESep 2011,Gondola / cable car / tram ride,15787
Germany,YESep 2012,Gondola / cable car / tram ride,21974
Germany,YESep 2013,Gondola / cable car / tram ride,16195
Germany,YESep 2014,Gondola / cable car / tram ride,27074
Germany,YESep 2015,Gondola / cable car / tram ride,32581
Japan,YEDec 1997,Gondola / cable car / tram ride,13421
Japan,YEDec 1998,Gondola / cable car / tram ride,17097
Japan,YEDec 1999,Gondola / cable car / tram ride,14036
Japan,YEDec 2000,Gondola / cable car / tram ride,20130
Japan,YEDec 2001,Gondola / cable car / tram ride,16648
Japan,YEDec 2002,Gondola / cable car / tram ride,19286
Japan,YEDec 2003,Gondola / cable car / tram ride,23278
Japan,YEDec 2004,Gondola / cable car / tram ride,26644
Japan,YEDec 2005,Gondola / cable car / tram ride,33606
Japan,YEDec 2006,Gondola / cable car / tram ride,29233
Japan,YEDec 2007,Gondola / cable car / tram ride,33570
Japan,YEDec 2008,Gondola / cable car / tram ride,27893
Japan,YEDec 2009,Gondola / cable car / tram ride,17026
Japan,YEDec 2010,Gondola / cable car / tram ride,15948
Japan,YEDec 2011,Gondola / cable car / tram ride,13036
Japan,YEDec 2012,Gondola / cable car / tram ride,14667
Japan,YEDec 2013,Gondola / cable car / tram ride,12540
Japan,YEDec 2014,Gondola / cable car / tram ride,20999
Japan,YEDec 2015,Gondola / cable car / tram ride,19740
Japan,YEJun 1998,Gondola / cable car / tram ride,18466
Japan,YEJun 1999,Gondola / cable car / tram ride,15514
Japan,YEJun 2000,Gondola / cable car / tram ride,15500
Japan,YEJun 2001,Gondola / cable car / tram ride,19465
Japan,YEJun 2002,Gondola / cable car / tram ride,16656
Japan,YEJun 2003,Gondola / cable car / tram ride,21152
Japan,YEJun 2004,Gondola / cable car / tram ride,28470
Japan,YEJun 2005,Gondola / cable car / tram ride,30414
Japan,YEJun 2006,Gondola / cable car / tram ride,27444
Japan,YEJun 2007,Gondola / cable car / tram ride,31806
Japan,YEJun 2008,Gondola / cable car / tram ride,31103
Japan,YEJun 2009,Gondola / cable car / tram ride,22792
Japan,YEJun 2010,Gondola / cable car / tram ride,14370
Japan,YEJun 2011,Gondola / cable car / tram ride,15714
Japan,YEJun 2012,Gondola / cable car / tram ride,13630
Japan,YEJun 2013,Gondola / cable car / tram ride,10295
Japan,YEJun 2014,Gondola / cable car / tram ride,19474
Japan,YEJun 2015,Gondola / cable car / tram ride,19083
Japan,YEMar 1998,Gondola / cable car / tram ride,17182
Japan,YEMar 1999,Gondola / cable car / tram ride,16208
Japan,YEMar 2000,Gondola / cable car / tram ride,14339
Japan,YEMar 2001,Gondola / cable car / tram ride,21032
Japan,YEMar 2002,Gondola / cable car / tram ride,18049
Japan,YEMar 2003,Gondola / cable car / tram ride,18509
Japan,YEMar 2004,Gondola / cable car / tram ride,23094
Japan,YEMar 2005,Gondola / cable car / tram ride,32239
Japan,YEMar 2006,Gondola / cable car / tram ride,30160
Japan,YEMar 2007,Gondola / cable car / tram ride,31744
Japan,YEMar 2008,Gondola / cable car / tram ride,30106
Japan,YEMar 2009,Gondola / cable car / tram ride,25936
Japan,YEMar 2010,Gondola / cable car / tram ride,15079
Japan,YEMar 2011,Gondola / cable car / tram ride,17681
Japan,YEMar 2012,Gondola / cable car / tram ride,10518
Japan,YEMar 2013,Gondola / cable car / tram ride,11860
Japan,YEMar 2014,Gondola / cable car / tram ride,17816
Japan,YEMar 2015,Gondola / cable car / tram ride,18027
Japan,YEMar 2016,Gondola / cable car / tram ride,24633
Japan,YESep 1998,Gondola / cable car / tram ride,18245
Japan,YESep 1999,Gondola / cable car / tram ride,15202
Japan,YESep 2000,Gondola / cable car / tram ride,15549
Japan,YESep 2001,Gondola / cable car / tram ride,19592
Japan,YESep 2002,Gondola / cable car / tram ride,18261
Japan,YESep 2003,Gondola / cable car / tram ride,19838
Japan,YESep 2004,Gondola / cable car / tram ride,27591
Japan,YESep 2005,Gondola / cable car / tram ride,32021
Japan,YESep 2006,Gondola / cable car / tram ride,27265
Japan,YESep 2007,Gondola / cable car / tram ride,35097
Japan,YESep 2008,Gondola / cable car / tram ride,28647
Japan,YESep 2009,Gondola / cable car / tram ride,20502
Japan,YESep 2010,Gondola / cable car / tram ride,14957
Japan,YESep 2011,Gondola / cable car / tram ride,15555
Japan,YESep 2012,Gondola / cable car / tram ride,14824
Japan,YESep 2013,Gondola / cable car / tram ride,11636
Japan,YESep 2014,Gondola / cable car / tram ride,19730
Japan,YESep 2015,Gondola / cable car / tram ride,18199
"Korea, Republic of",YEDec 1997,Gondola / cable car / tram ride,5028
"Korea, Republic of",YEDec 1998,Gondola / cable car / tram ride,290
"Korea, Republic of",YEDec 1999,Gondola / cable car / tram ride,1659
"Korea, Republic of",YEDec 2000,Gondola / cable car / tram ride,6081
"Korea, Republic of",YEDec 2001,Gondola / cable car / tram ride,4653
"Korea, Republic of",YEDec 2002,Gondola / cable car / tram ride,14803
"Korea, Republic of",YEDec 2003,Gondola / cable car / tram ride,18689
"Korea, Republic of",YEDec 2004,Gondola / cable car / tram ride,12499
"Korea, Republic of",YEDec 2005,Gondola / cable car / tram ride,29529
"Korea, Republic of",YEDec 2006,Gondola / cable car / tram ride,15325
"Korea, Republic of",YEDec 2007,Gondola / cable car / tram ride,15777
"Korea, Republic of",YEDec 2008,Gondola / cable car / tram ride,10954
"Korea, Republic of",YEDec 2009,Gondola / cable car / tram ride,11605
"Korea, Republic of",YEDec 2010,Gondola / cable car / tram ride,14598
"Korea, Republic of",YEDec 2011,Gondola / cable car / tram ride,17560
"Korea, Republic of",YEDec 2012,Gondola / cable car / tram ride,17097
"Korea, Republic of",YEDec 2013,Gondola / cable car / tram ride,13761
"Korea, Republic of",YEDec 2014,Gondola / cable car / tram ride,16686
"Korea, Republic of",YEDec 2015,Gondola / cable car / tram ride,18560
"Korea, Republic of",YEJun 1998,Gondola / cable car / tram ride,2037
"Korea, Republic of",YEJun 1999,Gondola / cable car / tram ride,645
"Korea, Republic of",YEJun 2000,Gondola / cable car / tram ride,3873
"Korea, Republic of",YEJun 2001,Gondola / cable car / tram ride,5901
"Korea, Republic of",YEJun 2002,Gondola / cable car / tram ride,11313
"Korea, Republic of",YEJun 2003,Gondola / cable car / tram ride,13731
"Korea, Republic of",YEJun 2004,Gondola / cable car / tram ride,18116
"Korea, Republic of",YEJun 2005,Gondola / cable car / tram ride,27415
"Korea, Republic of",YEJun 2006,Gondola / cable car / tram ride,13562
"Korea, Republic of",YEJun 2007,Gondola / cable car / tram ride,18769
"Korea, Republic of",YEJun 2008,Gondola / cable car / tram ride,11418
"Korea, Republic of",YEJun 2009,Gondola / cable car / tram ride,12992
"Korea, Republic of",YEJun 2010,Gondola / cable car / tram ride,13695
"Korea, Republic of",YEJun 2011,Gondola / cable car / tram ride,15293
"Korea, Republic of",YEJun 2012,Gondola / cable car / tram ride,18990
"Korea, Republic of",YEJun 2013,Gondola / cable car / tram ride,15801
"Korea, Republic of",YEJun 2014,Gondola / cable car / tram ride,13720
"Korea, Republic of",YEJun 2015,Gondola / cable car / tram ride,10082
"Korea, Republic of",YEMar 1998,Gondola / cable car / tram ride,2739
"Korea, Republic of",YEMar 1999,Gondola / cable car / tram ride,645
"Korea, Republic of",YEMar 2000,Gondola / cable car / tram ride,3530
"Korea, Republic of",YEMar 2001,Gondola / cable car / tram ride,5789
"Korea, Republic of",YEMar 2002,Gondola / cable car / tram ride,8570
"Korea, Republic of",YEMar 2003,Gondola / cable car / tram ride,15727
"Korea, Republic of",YEMar 2004,Gondola / cable car / tram ride,19318
"Korea, Republic of",YEMar 2005,Gondola / cable car / tram ride,18468
"Korea, Republic of",YEMar 2006,Gondola / cable car / tram ride,19927
"Korea, Republic of",YEMar 2007,Gondola / cable car / tram ride,15173
"Korea, Republic of",YEMar 2008,Gondola / cable car / tram ride,16910
"Korea, Republic of",YEMar 2009,Gondola / cable car / tram ride,11104
"Korea, Republic of",YEMar 2010,Gondola / cable car / tram ride,12951
"Korea, Republic of",YEMar 2011,Gondola / cable car / tram ride,14438
"Korea, Republic of",YEMar 2012,Gondola / cable car / tram ride,20543
"Korea, Republic of",YEMar 2013,Gondola / cable car / tram ride,16084
"Korea, Republic of",YEMar 2014,Gondola / cable car / tram ride,12566
"Korea, Republic of",YEMar 2015,Gondola / cable car / tram ride,11183
"Korea, Republic of",YEMar 2016,Gondola / cable car / tram ride,33419
"Korea, Republic of",YESep 1998,Gondola / cable car / tram ride,1325
"Korea, Republic of",YESep 1999,Gondola / cable car / tram ride,614
"Korea, Republic of",YESep 2000,Gondola / cable car / tram ride,3900
"Korea, Republic of",YESep 2001,Gondola / cable car / tram ride,6022
"Korea, Republic of",YESep 2002,Gondola / cable car / tram ride,13323
"Korea, Republic of",YESep 2003,Gondola / cable car / tram ride,14491
"Korea, Republic of",YESep 2004,Gondola / cable car / tram ride,17131
"Korea, Republic of",YESep 2005,Gondola / cable car / tram ride,28065
"Korea, Republic of",YESep 2006,Gondola / cable car / tram ride,13567
"Korea, Republic of",YESep 2007,Gondola / cable car / tram ride,18065
"Korea, Republic of",YESep 2008,Gondola / cable car / tram ride,13111
"Korea, Republic of",YESep 2009,Gondola / cable car / tram ride,11044
"Korea, Republic of",YESep 2010,Gondola / cable car / tram ride,12752
"Korea, Republic of",YESep 2011,Gondola / cable car / tram ride,17179
"Korea, Republic of",YESep 2012,Gondola / cable car / tram ride,18240
"Korea, Republic of",YESep 2013,Gondola / cable car / tram ride,15017
"Korea, Republic of",YESep 2014,Gondola / cable car / tram ride,15254
"Korea, Republic of",YESep 2015,Gondola / cable car / tram ride,9513
UK,YEDec 1997,Gondola / cable car / tram ride,20822
UK,YEDec 1998,Gondola / cable car / tram ride,26284
UK,YEDec 1999,Gondola / cable car / tram ride,22940
UK,YEDec 2000,Gondola / cable car / tram ride,32521
UK,YEDec 2001,Gondola / cable car / tram ride,36138
UK,YEDec 2002,Gondola / cable car / tram ride,44119
UK,YEDec 2003,Gondola / cable car / tram ride,61421
UK,YEDec 2004,Gondola / cable car / tram ride,67891
UK,YEDec 2005,Gondola / cable car / tram ride,92394
UK,YEDec 2006,Gondola / cable car / tram ride,90055
UK,YEDec 2007,Gondola / cable car / tram ride,77135
UK,YEDec 2008,Gondola / cable car / tram ride,76268
UK,YEDec 2009,Gondola / cable car / tram ride,62323
UK,YEDec 2010,Gondola / cable car / tram ride,71163
UK,YEDec 2011,Gondola / cable car / tram ride,58385
UK,YEDec 2012,Gondola / cable car / tram ride,43372
UK,YEDec 2013,Gondola / cable car / tram ride,45507
UK,YEDec 2014,Gondola / cable car / tram ride,72478
UK,YEDec 2015,Gondola / cable car / tram ride,72502
UK,YEJun 1998,Gondola / cable car / tram ride,24534
UK,YEJun 1999,Gondola / cable car / tram ride,21715
UK,YEJun 2000,Gondola / cable car / tram ride,28962
UK,YEJun 2001,Gondola / cable car / tram ride,36372
UK,YEJun 2002,Gondola / cable car / tram ride,41077
UK,YEJun 2003,Gondola / cable car / tram ride,53181
UK,YEJun 2004,Gondola / cable car / tram ride,68656
UK,YEJun 2005,Gondola / cable car / tram ride,83902
UK,YEJun 2006,Gondola / cable car / tram ride,92198
UK,YEJun 2007,Gondola / cable car / tram ride,84131
UK,YEJun 2008,Gondola / cable car / tram ride,71792
UK,YEJun 2009,Gondola / cable car / tram ride,64787
UK,YEJun 2010,Gondola / cable car / tram ride,73275
UK,YEJun 2011,Gondola / cable car / tram ride,61492
UK,YEJun 2012,Gondola / cable car / tram ride,48233
UK,YEJun 2013,Gondola / cable car / tram ride,42963
UK,YEJun 2014,Gondola / cable car / tram ride,65232
UK,YEJun 2015,Gondola / cable car / tram ride,71240
UK,YEMar 1998,Gondola / cable car / tram ride,20463
UK,YEMar 1999,Gondola / cable car / tram ride,23029
UK,YEMar 2000,Gondola / cable car / tram ride,26912
UK,YEMar 2001,Gondola / cable car / tram ride,35234
UK,YEMar 2002,Gondola / cable car / tram ride,41285
UK,YEMar 2003,Gondola / cable car / tram ride,48549
UK,YEMar 2004,Gondola / cable car / tram ride,66123
UK,YEMar 2005,Gondola / cable car / tram ride,80408
UK,YEMar 2006,Gondola / cable car / tram ride,97079
UK,YEMar 2007,Gondola / cable car / tram ride,83248
UK,YEMar 2008,Gondola / cable car / tram ride,72643
UK,YEMar 2009,Gondola / cable car / tram ride,67551
UK,YEMar 2010,Gondola / cable car / tram ride,71997
UK,YEMar 2011,Gondola / cable car / tram ride,65399
UK,YEMar 2012,Gondola / cable car / tram ride,50347
UK,YEMar 2013,Gondola / cable car / tram ride,40950
UK,YEMar 2014,Gondola / cable car / tram ride,63217
UK,YEMar 2015,Gondola / cable car / tram ride,69816
UK,YEMar 2016,Gondola / cable car / tram ride,81458
UK,YESep 1998,Gondola / cable car / tram ride,24755
UK,YESep 1999,Gondola / cable car / tram ride,21729
UK,YESep 2000,Gondola / cable car / tram ride,32470
UK,YESep 2001,Gondola / cable car / tram ride,35775
UK,YESep 2002,Gondola / cable car / tram ride,42522
UK,YESep 2003,Gondola / cable car / tram ride,54735
UK,YESep 2006,Gondola / cable car / tram ride,84733
UK,YESep 2007,Gondola / cable car / tram ride,81388
UK,YESep 2008,Gondola / cable car / tram ride,76097
UK,YESep 2009,Gondola / cable car / tram ride,64493
UK,YESep 2010,Gondola / cable car / tram ride,70028
UK,YESep 2011,Gondola / cable car / tram ride,58646
USA,YEDec 1997,Gondola / cable car / tram ride,20449
USA,YEDec 1998,Gondola / cable car / tram ride,28320
USA,YEDec 1999,Gondola / cable car / tram ride,27515
USA,YEDec 2000,Gondola / cable car / tram ride,37757
USA,YEDec 2001,Gondola / cable car / tram ride,31693
USA,YEDec 2002,Gondola / cable car / tram ride,30176
USA,YEDec 2003,Gondola / cable car / tram ride,34657
USA,YEDec 2004,Gondola / cable car / tram ride,34293
USA,YEDec 2005,Gondola / cable car / tram ride,49187
USA,YEDec 2006,Gondola / cable car / tram ride,46641
USA,YEDec 2007,Gondola / cable car / tram ride,40548
USA,YEDec 2008,Gondola / cable car / tram ride,38614
USA,YEDec 2009,Gondola / cable car / tram ride,31626
USA,YEDec 2010,Gondola / cable car / tram ride,29622
USA,YEDec 2011,Gondola / cable car / tram ride,30020
USA,YEDec 2012,Gondola / cable car / tram ride,39789
USA,YEDec 2013,Gondola / cable car / tram ride,44588
USA,YEJun 1998,Gondola / cable car / tram ride,22482
USA,YEJun 1999,Gondola / cable car / tram ride,27060
USA,YEJun 2000,Gondola / cable car / tram ride,40020
USA,YEJun 2001,Gondola / cable car / tram ride,34341
USA,YEJun 2002,Gondola / cable car / tram ride,25797
USA,YEJun 2003,Gondola / cable car / tram ride,33656
USA,YEJun 2004,Gondola / cable car / tram ride,32786
USA,YEJun 2005,Gondola / cable car / tram ride,47111
USA,YEJun 2006,Gondola / cable car / tram ride,43302
USA,YEJun 2007,Gondola / cable car / tram ride,46287
USA,YEJun 2008,Gondola / cable car / tram ride,39753
USA,YEJun 2009,Gondola / cable car / tram ride,33386
USA,YEJun 2010,Gondola / cable car / tram ride,29791
USA,YEJun 2011,Gondola / cable car / tram ride,33552
USA,YEJun 2012,Gondola / cable car / tram ride,33325
USA,YEJun 2013,Gondola / cable car / tram ride,42014
Australia,YEDec 2015,Govett-Brewster Art Gallery in New Plymouth,2145
Australia,YEJun 2014,Govett-Brewster Art Gallery in New Plymouth,2708
Australia,YEJun 2015,Govett-Brewster Art Gallery in New Plymouth,445
Australia,YEMar 2014,Govett-Brewster Art Gallery in New Plymouth,2708
Australia,YEMar 2016,Govett-Brewster Art Gallery in New Plymouth,5654
Australia,YESep 2013,Govett-Brewster Art Gallery in New Plymouth,2175
Australia,YESep 2014,Govett-Brewster Art Gallery in New Plymouth,533
Australia,YESep 2015,Govett-Brewster Art Gallery in New Plymouth,1126
Canada,YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,311
Canada,YEDec 2014,Govett-Brewster Art Gallery in New Plymouth,1152
Canada,YEDec 2015,Govett-Brewster Art Gallery in New Plymouth,613
Canada,YEJun 2014,Govett-Brewster Art Gallery in New Plymouth,1191
Canada,YEJun 2015,Govett-Brewster Art Gallery in New Plymouth,392
Canada,YEMar 2014,Govett-Brewster Art Gallery in New Plymouth,791
Canada,YEMar 2015,Govett-Brewster Art Gallery in New Plymouth,672
Canada,YEMar 2016,Govett-Brewster Art Gallery in New Plymouth,841
Canada,YESep 2013,Govett-Brewster Art Gallery in New Plymouth,153
Canada,YESep 2014,Govett-Brewster Art Gallery in New Plymouth,1133
Canada,YESep 2015,Govett-Brewster Art Gallery in New Plymouth,365
China,YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,1330
China,YEDec 2014,Govett-Brewster Art Gallery in New Plymouth,5077
China,YEDec 2015,Govett-Brewster Art Gallery in New Plymouth,660
China,YEJun 2014,Govett-Brewster Art Gallery in New Plymouth,4676
China,YEJun 2015,Govett-Brewster Art Gallery in New Plymouth,1981
China,YEMar 2014,Govett-Brewster Art Gallery in New Plymouth,1898
China,YEMar 2015,Govett-Brewster Art Gallery in New Plymouth,4509
China,YEMar 2016,Govett-Brewster Art Gallery in New Plymouth,660
China,YESep 2013,Govett-Brewster Art Gallery in New Plymouth,797
China,YESep 2014,Govett-Brewster Art Gallery in New Plymouth,5128
China,YESep 2015,Govett-Brewster Art Gallery in New Plymouth,1142
Germany,YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,453
Germany,YEDec 2014,Govett-Brewster Art Gallery in New Plymouth,1020
Germany,YEDec 2015,Govett-Brewster Art Gallery in New Plymouth,805
Germany,YEJun 2014,Govett-Brewster Art Gallery in New Plymouth,588
Germany,YEJun 2015,Govett-Brewster Art Gallery in New Plymouth,1462
Germany,YEMar 2014,Govett-Brewster Art Gallery in New Plymouth,453
Germany,YEMar 2015,Govett-Brewster Art Gallery in New Plymouth,1230
Germany,YEMar 2016,Govett-Brewster Art Gallery in New Plymouth,596
Germany,YESep 2013,Govett-Brewster Art Gallery in New Plymouth,191
Germany,YESep 2014,Govett-Brewster Art Gallery in New Plymouth,734
Germany,YESep 2015,Govett-Brewster Art Gallery in New Plymouth,1142
Japan,YEDec 2013,Govett-Brewster Art Gallery in New Plymouth,371
Japan,YEDec 2014,Govett-Brewster Art Gallery in New Plymouth,961
Japan,YEDec 2015,Govett-Brewster Art Gallery in New Plymouth,370
Japan,YEJun 2014,Govett-Brewster Art Gallery in New Plymouth,908
Japan,YEJun 2015,Govett-Brewster Art Gallery in New Plymouth,459
Japan,YEMar 2014,Govett-Brewster Art Gallery in New Plymouth,680
Japan,YEMar 2015,Govett-Brewster Art Gallery in New Plymouth,653
Japan,YEMar 2016,Govett-Brewster Art Gallery in New Plymouth,370
Japan,YESep 2013,Govett-Brewster Art Gallery in New Plymouth,246
Japan,YESep 2014,Govett-Brewster Art Gallery in New Plymouth,1086
Japan,YESep 2015,Govett-Brewster Art Gallery in New Plymouth,35
